subject	activityName	featDomain	featInstrument	featAcceleration	featVariable	featJerk	featMagnitude	featAxis	count	avg
2	WALKING_DOWNSTAIRS	Freq	Accelerometer	Body	Std	NA	NA	Y	36	0.167409716861111
2	WALKING_DOWNSTAIRS	Freq	Accelerometer	Body	Std	NA	NA	Z	36	-0.383242679444444
2	WALKING_DOWNSTAIRS	Freq	Accelerometer	Body	Std	NA	Magnitude	NA	36	-0.0575202606055556
2	WALKING_DOWNSTAIRS	Freq	Accelerometer	Body	Std	Jerk	NA	X	36	0.0404618458027778
2	WALKING_DOWNSTAIRS	Freq	Accelerometer	Body	Std	Jerk	NA	Y	36	-0.0270294444166667
2	WALKING_DOWNSTAIRS	Freq	Accelerometer	Body	Std	Jerk	NA	Z	36	-0.535893778333333
2	WALKING_DOWNSTAIRS	Freq	Accelerometer	Body	Std	Jerk	Magnitude	NA	36	-0.118530349166667
2	WALKING_DOWNSTAIRS	Freq	Gyroscope	NA	Mean	NA	NA	X	36	-0.0954349339722222
2	WALKING_DOWNSTAIRS	Freq	Gyroscope	NA	Mean	NA	NA	Y	36	-0.525006840277778
2	WALKING_DOWNSTAIRS	Freq	Gyroscope	NA	Mean	NA	NA	Z	36	-0.194915698805556
2	WALKING_DOWNSTAIRS	Freq	Gyroscope	NA	Mean	NA	Magnitude	NA	36	-0.338417326388889
2	WALKING_DOWNSTAIRS	Freq	Gyroscope	NA	Mean	Jerk	Magnitude	NA	36	-0.583510518055556
2	WALKING_DOWNSTAIRS	Freq	Gyroscope	NA	Std	NA	NA	X	36	-0.284532358444444
2	WALKING_DOWNSTAIRS	Freq	Gyroscope	NA	Std	NA	NA	Y	36	-0.570339899444444
2	WALKING_DOWNSTAIRS	Freq	Gyroscope	NA	Std	NA	NA	Z	36	-0.377319033611111
2	WALKING_DOWNSTAIRS	Freq	Gyroscope	NA	Std	NA	Magnitude	NA	36	-0.341863671805556
2	WALKING_DOWNSTAIRS	Freq	Gyroscope	NA	Std	Jerk	Magnitude	NA	36	-0.697451438611111
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Mean	NA	NA	X	36	0.284458963861111
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Mean	NA	NA	Y	36	-0.0197999371686389
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Mean	NA	NA	Z	36	-0.1074157796
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Mean	NA	Magnitude	NA	36	0.330999221944444
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Mean	Jerk	NA	X	36	0.101584640833333
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Mean	Jerk	NA	Y	36	0.0211126110833333
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Mean	Jerk	NA	Z	36	0.0112499015
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Mean	Jerk	Magnitude	NA	36	-0.0179784626888889
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Std	NA	NA	X	36	0.348618168333333
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Std	NA	NA	Y	36	0.239812250944444
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Std	NA	NA	Z	36	-0.325722718055556
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Std	NA	Magnitude	NA	36	0.133267478527222
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Std	Jerk	NA	X	36	0.0869139849722222
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Std	Jerk	NA	Y	36	0.0198613278611111
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Std	Jerk	NA	Z	36	-0.477806646111111
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Body	Std	Jerk	Magnitude	NA	36	-0.0337640982530556
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Gravity	Mean	NA	NA	X	36	0.921820641944444
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Gravity	Mean	NA	NA	Y	36	-0.222215179444444
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Gravity	Mean	NA	NA	Z	36	0.0412987957222222
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Gravity	Mean	NA	Magnitude	NA	36	0.330999221944444
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Gravity	Std	NA	NA	X	36	-0.941242334722222
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Gravity	Std	NA	NA	Y	36	-0.945824352777778
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Gravity	Std	NA	NA	Z	36	-0.906594023333333
2	WALKING_DOWNSTAIRS	Time	Accelerometer	Gravity	Std	NA	Magnitude	NA	36	0.133267478527222
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Mean	NA	NA	X	36	-0.0779611213138889
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Mean	NA	NA	Y	36	-0.0697154455833333
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Mean	NA	NA	Z	36	0.0500708760555556
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Mean	NA	Magnitude	NA	36	-0.161333309783333
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Mean	Jerk	NA	X	36	-0.0901744530194444
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Mean	Jerk	NA	Y	36	-0.0355171408083333
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Mean	Jerk	NA	Z	36	-0.0481460161016667
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Mean	Jerk	Magnitude	NA	36	-0.459579670833333
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Std	NA	NA	X	36	-0.237349190997222
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Std	NA	NA	Y	36	-0.550303216666667
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Std	NA	NA	Z	36	-0.280417950555556
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Std	NA	Magnitude	NA	36	-0.263921983758333
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Std	Jerk	NA	X	36	-0.264848047888889
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Std	Jerk	NA	Y	36	-0.640280071388889
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Std	Jerk	NA	Z	36	-0.358762129444444
2	WALKING_DOWNSTAIRS	Time	Gyroscope	NA	Std	Jerk	Magnitude	NA	36	-0.617659355833333
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Mean	NA	NA	X	42	-0.0553996485285714
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Mean	NA	NA	Y	42	0.13068653882619
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Mean	NA	NA	Z	42	-0.228019952309524
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Mean	NA	Magnitude	NA	42	-0.0866905123880952
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Mean	Jerk	NA	X	42	-0.0382449785166667
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Mean	Jerk	NA	Y	42	-0.0751829281833333
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Mean	Jerk	NA	Z	42	-0.414448875714286
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Mean	Jerk	Magnitude	NA	42	-0.0458020362119048
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Std	NA	NA	X	42	0.132048813464286
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Std	NA	NA	Y	42	0.230058772192857
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Std	NA	NA	Z	42	-0.116753339559524
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Std	NA	Magnitude	NA	42	-0.334126221428571
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Std	Jerk	NA	X	42	-0.0677978520178572
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Std	Jerk	NA	Y	42	-0.106099613648095
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Std	Jerk	NA	Z	42	-0.528567802619048
2	WALKING_UPSTAIRS	Freq	Accelerometer	Body	Std	Jerk	Magnitude	NA	42	-0.151299835619048
2	WALKING_UPSTAIRS	Freq	Gyroscope	NA	Mean	NA	NA	X	42	-0.19545699252381
2	WALKING_UPSTAIRS	Freq	Gyroscope	NA	Mean	NA	NA	Y	42	-0.523943751666667
2	WALKING_UPSTAIRS	Freq	Gyroscope	NA	Mean	NA	NA	Z	42	-0.199313066142857
2	WALKING_UPSTAIRS	Freq	Gyroscope	NA	Mean	NA	Magnitude	NA	42	-0.369902
2	WALKING_UPSTAIRS	Freq	Gyroscope	NA	Mean	Jerk	Magnitude	NA	42	-0.667996003333333
2	WALKING_UPSTAIRS	Freq	Gyroscope	NA	Std	NA	NA	X	42	-0.338139776690476
2	WALKING_UPSTAIRS	Freq	Gyroscope	NA	Std	NA	NA	Y	42	-0.473882071666667
2	WALKING_UPSTAIRS	Freq	Gyroscope	NA	Std	NA	NA	Z	42	-0.222431794690476
2	WALKING_UPSTAIRS	Freq	Gyroscope	NA	Std	NA	Magnitude	NA	42	-0.234023031571429
2	WALKING_UPSTAIRS	Freq	Gyroscope	NA	Std	Jerk	Magnitude	NA	42	-0.70987053452381
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Mean	NA	NA	X	42	0.248391534566667
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Mean	NA	NA	Y	42	-0.0268622561133333
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Mean	NA	NA	Z	42	-0.117550861738095
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Mean	NA	Magnitude	NA	42	0.210282608333333
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Mean	Jerk	NA	X	42	0.0877172239047619
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Mean	Jerk	NA	Y	42	0.0367082966285714
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Mean	Jerk	NA	Z	42	-0.033616970907381
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Mean	Jerk	Magnitude	NA	42	-0.0957840344357143
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Std	NA	NA	X	42	0.0835738640921429
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Std	NA	NA	Y	42	0.250067523738095
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Std	NA	NA	Z	42	-0.109613216345238
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Std	NA	Magnitude	NA	42	-0.158757474833333
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Std	Jerk	NA	X	42	-0.00853992680952381
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Std	Jerk	NA	Y	42	-0.0575784544857143
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Std	Jerk	NA	Z	42	-0.471703304761905
2	WALKING_UPSTAIRS	Time	Accelerometer	Body	Std	Jerk	Magnitude	NA	42	-0.0876501605595238
2	WALKING_UPSTAIRS	Time	Accelerometer	Gravity	Mean	NA	NA	X	42	0.889454382857143
2	WALKING_UPSTAIRS	Time	Accelerometer	Gravity	Mean	NA	NA	Y	42	-0.33682691
2	WALKING_UPSTAIRS	Time	Accelerometer	Gravity	Mean	NA	NA	Z	42	-0.0957978990316667
2	WALKING_UPSTAIRS	Time	Accelerometer	Gravity	Mean	NA	Magnitude	NA	42	0.210282608333333
2	WALKING_UPSTAIRS	Time	Accelerometer	Gravity	Std	NA	NA	X	42	-0.94063384047619
2	WALKING_UPSTAIRS	Time	Accelerometer	Gravity	Std	NA	NA	Y	42	-0.941620221904762
2	WALKING_UPSTAIRS	Time	Accelerometer	Gravity	Std	NA	NA	Z	42	-0.913153632142857
2	WALKING_UPSTAIRS	Time	Accelerometer	Gravity	Std	NA	Magnitude	NA	42	-0.158757474833333
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Mean	NA	NA	X	42	0.13497880785381
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Mean	NA	NA	Y	42	-0.181458414495238
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Mean	NA	NA	Z	42	0.0157359244619048
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Mean	NA	Magnitude	NA	42	-0.1280319236
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Mean	Jerk	NA	X	42	-0.148450080695476
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Mean	Jerk	NA	Y	42	-0.0381312609738095
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Mean	Jerk	NA	Z	42	-0.067457054547619
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Mean	Jerk	Magnitude	NA	42	-0.568111869047619
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Std	NA	NA	X	42	-0.301491709628571
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Std	NA	NA	Y	42	-0.489417908809524
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Std	NA	NA	Z	42	-0.157758060642857
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Std	NA	Magnitude	NA	42	-0.2025581772
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Std	Jerk	NA	X	42	-0.396699215238095
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Std	Jerk	NA	Y	42	-0.704255415
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Std	Jerk	NA	Z	42	-0.515697758571429
2	WALKING_UPSTAIRS	Time	Gyroscope	NA	Std	Jerk	Magnitude	NA	42	-0.675633024285714
3	LAYING	Freq	Accelerometer	Body	Mean	NA	NA	X	76	-0.948988874605263
3	LAYING	Freq	Accelerometer	Body	Mean	NA	NA	Y	76	-0.933946494868421
3	LAYING	Freq	Accelerometer	Body	Mean	NA	NA	Z	76	-0.958558759868421
3	LAYING	Freq	Accelerometer	Body	Mean	NA	Magnitude	NA	76	-0.926369364736842
3	LAYING	Freq	Accelerometer	Body	Mean	Jerk	NA	X	76	-0.97135771381579
3	LAYING	Freq	Accelerometer	Body	Mean	Jerk	NA	Y	76	-0.948572108421053
3	LAYING	Freq	Accelerometer	Body	Mean	Jerk	NA	Z	76	-0.967455928815789
3	LAYING	Freq	Accelerometer	Body	Mean	Jerk	Magnitude	NA	76	-0.957049999210526
3	LAYING	Freq	Accelerometer	Body	Std	NA	NA	X	76	-0.942540428289474
3	LAYING	Freq	Accelerometer	Body	Std	NA	NA	Y	76	-0.93365845631579
3	LAYING	Freq	Accelerometer	Body	Std	NA	NA	Z	76	-0.954112518157895
3	LAYING	Freq	Accelerometer	Body	Std	NA	Magnitude	NA	76	-0.924395200680263
3	LAYING	Freq	Accelerometer	Body	Std	Jerk	NA	X	76	-0.974445516052632
3	LAYING	Freq	Accelerometer	Body	Std	Jerk	NA	Y	76	-0.949412266447368
3	LAYING	Freq	Accelerometer	Body	Std	Jerk	NA	Z	76	-0.971842256052632
3	LAYING	Freq	Accelerometer	Body	Std	Jerk	Magnitude	NA	76	-0.955300585
3	LAYING	Freq	Gyroscope	NA	Mean	NA	NA	X	76	-0.95764161131579
3	LAYING	Freq	Gyroscope	NA	Mean	NA	NA	Y	76	-0.95726727381579
3	LAYING	Freq	Gyroscope	NA	Mean	NA	NA	Z	76	-0.959971479473684
3	LAYING	Freq	Gyroscope	NA	Mean	NA	Magnitude	NA	76	-0.945581057236842
3	LAYING	Freq	Gyroscope	NA	Mean	Jerk	Magnitude	NA	76	-0.974208524078947
3	LAYING	Freq	Gyroscope	NA	Std	NA	NA	X	76	-0.967247588157895
3	LAYING	Freq	Gyroscope	NA	Std	NA	NA	Y	76	-0.942293787236842
3	LAYING	Freq	Gyroscope	NA	Std	NA	NA	Z	76	-0.964691790789474
3	LAYING	Freq	Gyroscope	NA	Std	NA	Magnitude	NA	76	-0.93150565
3	LAYING	Freq	Gyroscope	NA	Std	Jerk	Magnitude	NA	76	-0.973289226973684
3	LAYING	Time	Accelerometer	Body	Mean	NA	NA	X	76	0.254133893407895
3	LAYING	Time	Accelerometer	Body	Mean	NA	NA	Y	76	-0.0182130784618421
3	LAYING	Time	Accelerometer	Body	Mean	NA	NA	Z	76	-0.109440479421053
3	LAYING	Time	Accelerometer	Body	Mean	NA	Magnitude	NA	76	-0.942204485657895
3	LAYING	Time	Accelerometer	Body	Mean	Jerk	NA	X	76	0.0966072704736842
3	LAYING	Time	Accelerometer	Body	Mean	Jerk	NA	Y	76	0.0100346232939868
3	LAYING	Time	Accelerometer	Body	Mean	Jerk	NA	Z	76	-0.00818900523184211
3	LAYING	Time	Accelerometer	Body	Mean	Jerk	Magnitude	NA	76	-0.965503561578947
3	LAYING	Time	Accelerometer	Body	Std	NA	NA	X	76	-0.944220830789474
3	LAYING	Time	Accelerometer	Body	Std	NA	NA	Y	76	-0.93113902
3	LAYING	Time	Accelerometer	Body	Std	NA	NA	Z	76	-0.953810131578947
3	LAYING	Time	Accelerometer	Body	Std	NA	Magnitude	NA	76	-0.916927301513158
3	LAYING	Time	Accelerometer	Body	Std	Jerk	NA	X	76	-0.971528308421053
3	LAYING	Time	Accelerometer	Body	Std	Jerk	NA	Y	76	-0.94718042
3	LAYING	Time	Accelerometer	Body	Std	Jerk	NA	Z	76	-0.970361314342105
3	LAYING	Time	Accelerometer	Body	Std	Jerk	Magnitude	NA	76	-0.956598985263158
3	LAYING	Time	Accelerometer	Gravity	Mean	NA	NA	X	76	-0.507731565131579
3	LAYING	Time	Accelerometer	Gravity	Mean	NA	NA	Y	76	0.706951076052632
3	LAYING	Time	Accelerometer	Gravity	Mean	NA	NA	Z	76	0.526223618552632
3	LAYING	Time	Accelerometer	Gravity	Mean	NA	Magnitude	NA	76	-0.942204485657895
3	LAYING	Time	Accelerometer	Gravity	Std	NA	NA	X	76	-0.907090666578947
3	LAYING	Time	Accelerometer	Gravity	Std	NA	NA	Y	76	-0.967583153289474
3	LAYING	Time	Accelerometer	Gravity	Std	NA	NA	Z	76	-0.971780041578947
3	LAYING	Time	Accelerometer	Gravity	Std	NA	Magnitude	NA	76	-0.916927301513158
3	LAYING	Time	Gyroscope	NA	Mean	NA	NA	X	76	-0.00757466775921053
3	LAYING	Time	Gyroscope	NA	Mean	NA	NA	Y	76	-0.122629104646053
3	LAYING	Time	Gyroscope	NA	Mean	NA	NA	Z	76	0.161743197710526
3	LAYING	Time	Gyroscope	NA	Mean	NA	Magnitude	NA	76	-0.918784145263158
3	LAYING	Time	Gyroscope	NA	Mean	Jerk	NA	X	76	-0.104615321815789
3	LAYING	Time	Gyroscope	NA	Mean	Jerk	NA	Y	76	-0.034018063843421
3	LAYING	Time	Gyroscope	NA	Mean	Jerk	NA	Z	76	-0.06938403775
3	LAYING	Time	Gyroscope	NA	Mean	Jerk	Magnitude	NA	76	-0.977686946710526
3	LAYING	Time	Gyroscope	NA	Std	NA	NA	X	76	-0.9648159225
3	LAYING	Time	Gyroscope	NA	Std	NA	NA	Y	76	-0.94691402131579
3	LAYING	Time	Gyroscope	NA	Std	NA	NA	Z	76	-0.9607818075
3	LAYING	Time	Gyroscope	NA	Std	NA	Magnitude	NA	76	-0.929508515
3	LAYING	Time	Gyroscope	NA	Std	Jerk	NA	X	76	-0.967783817763158
3	LAYING	Time	Gyroscope	NA	Std	Jerk	NA	Y	76	-0.977017441973684
3	LAYING	Time	Gyroscope	NA	Std	Jerk	NA	Z	76	-0.981664289605263
3	LAYING	Time	Gyroscope	NA	Std	Jerk	Magnitude	NA	76	-0.973051487105263
3	SITTING	Freq	Accelerometer	Body	Mean	NA	NA	X	58	-0.978461439310345
3	SITTING	Freq	Accelerometer	Body	Mean	NA	NA	Y	58	-0.914248322931035
3	SITTING	Freq	Accelerometer	Body	Mean	NA	NA	Z	58	-0.947899692586207
3	SITTING	Freq	Accelerometer	Body	Mean	NA	Magnitude	NA	58	-0.933651364655173
3	SITTING	Freq	Accelerometer	Body	Mean	Jerk	NA	X	58	-0.978516557758621
3	SITTING	Freq	Accelerometer	Body	Mean	Jerk	NA	Y	58	-0.951864484310345
3	SITTING	Freq	Accelerometer	Body	Mean	Jerk	NA	Z	58	-0.972858318275862
3	SITTING	Freq	Accelerometer	Body	Mean	Jerk	Magnitude	NA	58	-0.965472753965517
3	SITTING	Freq	Accelerometer	Body	Std	NA	NA	X	58	-0.98290033862069
3	SITTING	Freq	Accelerometer	Body	Std	NA	NA	Y	58	-0.899434530172414
3	SITTING	Freq	Accelerometer	Body	Std	NA	NA	Z	58	-0.923780532586207
3	SITTING	Freq	Accelerometer	Body	Std	NA	Magnitude	NA	58	-0.927911919482759
3	SITTING	Freq	Accelerometer	Body	Std	Jerk	NA	X	58	-0.980508515172414
3	SITTING	Freq	Accelerometer	Body	Std	Jerk	NA	Y	58	-0.956394288275862
3	SITTING	Freq	Accelerometer	Body	Std	Jerk	NA	Z	58	-0.979997067931034
3	SITTING	Freq	Accelerometer	Body	Std	Jerk	Magnitude	NA	58	-0.965432226551724
3	SITTING	Freq	Gyroscope	NA	Mean	NA	NA	X	58	-0.962468803103448
3	SITTING	Freq	Gyroscope	NA	Mean	NA	NA	Y	58	-0.963997867931034
3	SITTING	Freq	Gyroscope	NA	Mean	NA	NA	Z	58	-0.945245324482759
3	SITTING	Freq	Gyroscope	NA	Mean	NA	Magnitude	NA	58	-0.952151722758621
3	SITTING	Freq	Gyroscope	NA	Mean	Jerk	Magnitude	NA	58	-0.977030142758621
3	SITTING	Freq	Gyroscope	NA	Std	NA	NA	X	58	-0.974084278448276
3	SITTING	Freq	Gyroscope	NA	Std	NA	NA	Y	58	-0.950613970689655
3	SITTING	Freq	Gyroscope	NA	Std	NA	NA	Z	58	-0.944322456896552
3	SITTING	Freq	Gyroscope	NA	Std	NA	Magnitude	NA	58	-0.934203100862069
3	SITTING	Freq	Gyroscope	NA	Std	Jerk	Magnitude	NA	58	-0.977123506551724
3	SITTING	Time	Accelerometer	Body	Mean	NA	NA	X	58	0.273123462344828
3	SITTING	Time	Accelerometer	Body	Mean	NA	NA	Y	58	-0.0116188709551724
3	SITTING	Time	Accelerometer	Body	Mean	NA	NA	Z	58	-0.106098744327586
3	SITTING	Time	Accelerometer	Body	Mean	NA	Magnitude	NA	58	-0.939293080172414
3	SITTING	Time	Accelerometer	Body	Mean	Jerk	NA	X	58	0.0786225200172414
3	SITTING	Time	Accelerometer	Body	Mean	Jerk	NA	Y	58	-0.0072003220862069
3	SITTING	Time	Accelerometer	Body	Mean	Jerk	NA	Z	58	-0.0135078487981034
3	SITTING	Time	Accelerometer	Body	Mean	Jerk	Magnitude	NA	58	-0.971755561206897
3	SITTING	Time	Accelerometer	Body	Std	NA	NA	X	58	-0.981339262241379
3	SITTING	Time	Accelerometer	Body	Std	NA	NA	Y	58	-0.900313309551724
3	SITTING	Time	Accelerometer	Body	Std	NA	NA	Z	58	-0.928677377586207
3	SITTING	Time	Accelerometer	Body	Std	NA	Magnitude	NA	58	-0.922343180172414
3	SITTING	Time	Accelerometer	Body	Std	Jerk	NA	X	58	-0.978511132068966
3	SITTING	Time	Accelerometer	Body	Std	Jerk	NA	Y	58	-0.952222705
3	SITTING	Time	Accelerometer	Body	Std	Jerk	NA	Z	58	-0.977033782586207
3	SITTING	Time	Accelerometer	Body	Std	Jerk	Magnitude	NA	58	-0.965864525
3	SITTING	Time	Accelerometer	Gravity	Mean	NA	NA	X	58	0.904364707758621
3	SITTING	Time	Accelerometer	Gravity	Mean	NA	NA	Y	58	0.141327877495598
3	SITTING	Time	Accelerometer	Gravity	Mean	NA	NA	Z	58	0.0706458793310345
3	SITTING	Time	Accelerometer	Gravity	Mean	NA	Magnitude	NA	58	-0.939293080172414
3	SITTING	Time	Accelerometer	Gravity	Std	NA	NA	X	58	-0.98199974862069
3	SITTING	Time	Accelerometer	Gravity	Std	NA	NA	Y	58	-0.94481900712069
3	SITTING	Time	Accelerometer	Gravity	Std	NA	NA	Z	58	-0.95046244137931
3	SITTING	Time	Accelerometer	Gravity	Std	NA	Magnitude	NA	58	-0.922343180172414
3	SITTING	Time	Gyroscope	NA	Mean	NA	NA	X	58	-0.0445988087413793
3	SITTING	Time	Gyroscope	NA	Mean	NA	NA	Y	58	-0.0715150432413793
3	SITTING	Time	Gyroscope	NA	Mean	NA	NA	Z	58	0.0947690130955172
3	SITTING	Time	Gyroscope	NA	Mean	NA	Magnitude	NA	58	-0.933559419482759
3	SITTING	Time	Gyroscope	NA	Mean	Jerk	NA	X	58	-0.098451250862069
3	SITTING	Time	Gyroscope	NA	Mean	Jerk	NA	Y	58	-0.0444710989275862
3	SITTING	Time	Gyroscope	NA	Mean	Jerk	NA	Z	58	-0.0520470520648276
3	SITTING	Time	Gyroscope	NA	Mean	Jerk	Magnitude	NA	58	-0.980688654482759
3	SITTING	Time	Gyroscope	NA	Std	NA	NA	X	58	-0.971167163103448
3	SITTING	Time	Gyroscope	NA	Std	NA	NA	Y	58	-0.954948465689655
3	SITTING	Time	Gyroscope	NA	Std	NA	NA	Z	58	-0.94035393137931
3	SITTING	Time	Gyroscope	NA	Std	NA	Magnitude	NA	58	-0.934054755
3	SITTING	Time	Gyroscope	NA	Std	Jerk	NA	X	58	-0.97111526862069
3	SITTING	Time	Gyroscope	NA	Std	Jerk	NA	Y	58	-0.983449908275862
3	SITTING	Time	Gyroscope	NA	Std	Jerk	NA	Z	58	-0.972275025517241
3	SITTING	Time	Gyroscope	NA	Std	Jerk	Magnitude	NA	58	-0.976474885344828
3	STANDING	Freq	Accelerometer	Body	Mean	NA	NA	X	50	-0.9724568896
3	STANDING	Freq	Accelerometer	Body	Mean	NA	NA	Y	50	-0.9093117264
3	STANDING	Freq	Accelerometer	Body	Mean	NA	NA	Z	50	-0.9411468868
3	STANDING	Freq	Accelerometer	Body	Mean	NA	Magnitude	NA	50	-0.927575488
3	STANDING	Freq	Accelerometer	Body	Mean	Jerk	NA	X	50	-0.9738293768
3	STANDING	Freq	Accelerometer	Body	Mean	Jerk	NA	Y	50	-0.9493859096
3	STANDING	Freq	Accelerometer	Body	Mean	Jerk	NA	Z	50	-0.9707024674
3	STANDING	Freq	Accelerometer	Body	Mean	Jerk	Magnitude	NA	50	-0.9609428212
3	STANDING	Freq	Accelerometer	Body	Std	NA	NA	X	50	-0.9764881254
3	STANDING	Freq	Accelerometer	Body	Std	NA	NA	Y	50	-0.88066549042
3	STANDING	Freq	Accelerometer	Body	Std	NA	NA	Z	50	-0.9070128356
3	STANDING	Freq	Accelerometer	Body	Std	NA	Magnitude	NA	50	-0.9100154516
3	STANDING	Freq	Accelerometer	Body	Std	Jerk	NA	X	50	-0.9758922856
3	STANDING	Freq	Accelerometer	Body	Std	Jerk	NA	Y	50	-0.9549503304
3	STANDING	Freq	Accelerometer	Body	Std	Jerk	NA	Z	50	-0.9770818704
3	STANDING	Freq	Accelerometer	Body	Std	Jerk	Magnitude	NA	50	-0.9633939004
3	STANDING	Freq	Gyroscope	NA	Mean	NA	NA	X	50	-0.9164312976
3	STANDING	Freq	Gyroscope	NA	Mean	NA	NA	Y	50	-0.957300797
3	STANDING	Freq	Gyroscope	NA	Mean	NA	NA	Z	50	-0.9271203426
3	STANDING	Freq	Gyroscope	NA	Mean	NA	Magnitude	NA	50	-0.9237928734
3	STANDING	Freq	Gyroscope	NA	Mean	Jerk	Magnitude	NA	50	-0.965006415
3	STANDING	Freq	Gyroscope	NA	Std	NA	NA	X	50	-0.9236583724
3	STANDING	Freq	Gyroscope	NA	Std	NA	NA	Y	50	-0.9436096164
3	STANDING	Freq	Gyroscope	NA	Std	NA	NA	Z	50	-0.9263884012
3	STANDING	Freq	Gyroscope	NA	Std	NA	Magnitude	NA	50	-0.8987695958
